id;issue_d;ano_mes;ano;valor_emprestimo;taxa_juros;parcela;term_meses;grade;sub_grade;renda_anual;faixa_renda;dti;faixa_dti;finalidade;estado;status_verificacao;moradia;loan_status;status_carteira;inadimplente
105417101;01/04/2017;01/04/2017;2017;17500.0;6.99;540.27;36.0;A;A2;82000.0;75k-100k;11.72;out/20;debt_consolidation;CA;Not Verified;RENT;Current;Em dia;0
141300227;01/11/2018;01/11/2018;2018;13000.0;7.84;262.6;60.0;A;A4;55000.0;50k-75k;14.86;out/20;credit_card;NY;Source Verified;RENT;Current;Em dia;0
141183770;01/10/2018;01/10/2018;2018;15000.0;6.67;460.9;36.0;A;A2;33280.0;30k-50k;15.87;out/20;debt_consolidation;FL;Source Verified;RENT;Current;Em dia;0
127492185;01/02/2018;01/02/2018;2018;40000.0;7.97;1252.91;36.0;A;A5;200000.0;150k+;10.67;out/20;credit_card;IL;Verified;MORTGAGE;Current;Em dia;0
119407392;01/09/2017;01/09/2017;2017;16000.0;7.07;494.55;36.0;A;A2;58000.0;50k-75k;10.01;out/20;debt_consolidation;NY;Source Verified;MORTGAGE;Fully Paid;Quitado;0
132882952;01/05/2018;01/05/2018;2018;10000.0;7.96;313.18;36.0;A;A5;73000.0;50k-75k;18.87;out/20;credit_card;NY;Source Verified;MORTGAGE;Current;Em dia;0
134687961;01/06/2018;01/06/2018;2018;20000.0;6.83;615.99;36.0;A;A3;70000.0;50k-75k;7.08;0-10;debt_consolidation;VA;Not Verified;RENT;Current;Em dia;0
103447648;01/03/2017;01/03/2017;2017;40000.0;7.99;1253.28;36.0;A;A5;65000.0;50k-75k;14.59;out/20;debt_consolidation;AZ;Source Verified;MORTGAGE;Charged Off;Inadimplente;1
135976328;01/06/2018;01/06/2018;2018;15000.0;6.83;462.0;36.0;A;A3;65000.0;50k-75k;13.11;out/20;debt_consolidation;IL;Not Verified;MORTGAGE;Current;Em dia;0
114175592;01/08/2017;01/08/2017;2017;20000.0;5.32;602.3;36.0;A;A1;102000.0;100k-150k;10.31;out/20;debt_consolidation;FL;Not Verified;MORTGAGE;Fully Paid;Quitado;0
128975656;01/02/2018;01/02/2018;2018;29000.0;6.08;883.29;36.0;A;A2;110000.0;100k-150k;18.96;out/20;debt_consolidation;NJ;Source Verified;RENT;Current;Em dia;0
138226109;01/08/2018;01/08/2018;2018;3700.0;6.11;112.75;36.0;A;A1;49500.0;30k-50k;2.76;0-10;debt_consolidation;SC;Verified;OWN;Current;Em dia;0
118467333;01/09/2017;01/09/2017;2017;10000.0;7.21;309.74;36.0;A;A3;38000.0;30k-50k;10.87;out/20;debt_consolidation;CA;Not Verified;RENT;Current;Em dia;0
144786384;01/12/2018;01/12/2018;2018;12000.0;8.81;380.54;36.0;A;A5;120000.0;100k-150k;10.88;out/20;credit_card;TX;Not Verified;MORTGAGE;Current;Em dia;0
107165548;01/05/2017;01/05/2017;2017;12000.0;6.99;370.48;36.0;A;A2;70000.0;50k-75k;19.1;out/20;credit_card;PA;Not Verified;OWN;Fully Paid;Quitado;0
140724372;01/09/2018;01/09/2018;2018;16000.0;7.84;323.2;60.0;A;A4;70000.0;50k-75k;14.5;out/20;debt_consolidation;CA;Not Verified;MORTGAGE;Current;Em dia;0
121724730;01/10/2017;01/10/2017;2017;12000.0;7.35;372.45;36.0;A;A4;45000.0;30k-50k;22.35;20-30;debt_consolidation;IL;Verified;MORTGAGE;Fully Paid;Quitado;0
138921418;01/08/2018;01/08/2018;2018;14000.0;7.84;282.8;60.0;A;A4;83000.0;75k-100k;5.52;0-10;debt_consolidation;CA;Not Verified;MORTGAGE;Fully Paid;Quitado;0
134545376;01/06/2018;01/06/2018;2018;26000.0;5.31;782.87;36.0;A;A1;70133.0;50k-75k;22.76;20-30;credit_card;PA;Not Verified;MORTGAGE;Current;Em dia;0
96818498;01/01/2017;01/01/2017;2017;16000.0;6.99;493.97;36.0;A;A2;54581.0;50k-75k;25.29;20-30;debt_consolidation;TX;Not Verified;OWN;Fully Paid;Quitado;0
136630215;01/07/2018;01/07/2018;2018;18900.0;7.21;585.4;36.0;A;A3;67200.0;50k-75k;31.07;30-40;credit_card;AR;Source Verified;OWN;Current;Em dia;0
113524378;01/07/2017;01/07/2017;2017;13000.0;5.32;391.5;36.0;A;A1;93000.0;75k-100k;8.08;0-10;credit_card;MO;Not Verified;MORTGAGE;Current;Em dia;0
141650580;01/10/2018;01/10/2018;2018;16000.0;6.67;491.63;36.0;A;A2;50000.0;30k-50k;8.79;0-10;major_purchase;CA;Not Verified;OWN;Current;Em dia;0
137983215;01/08/2018;01/08/2018;2018;15600.0;7.21;483.19;36.0;A;A3;48000.0;30k-50k;18.48;out/20;credit_card;MA;Source Verified;OWN;Current;Em dia;0
116813095;01/08/2017;01/08/2017;2017;5000.0;7.07;154.55;36.0;A;A2;55000.0;50k-75k;8.64;0-10;major_purchase;TX;Not Verified;RENT;Fully Paid;Quitado;0
141805962;01/10/2018;01/10/2018;2018;6000.0;8.46;189.3;36.0;A;A5;85000.0;75k-100k;15.53;out/20;credit_card;UT;Source Verified;RENT;Current;Em dia;0
141444151;01/10/2018;01/10/2018;2018;25000.0;6.11;761.8;36.0;A;A1;50000.0;30k-50k;25.2;20-30;credit_card;CO;Source Verified;MORTGAGE;Current;Em dia;0
145243904;01/12/2018;01/12/2018;2018;10000.0;6.46;306.31;36.0;A;A1;90000.0;75k-100k;5.8;0-10;credit_card;FL;Not Verified;MORTGAGE;Current;Em dia;0
145587585;01/12/2018;01/12/2018;2018;15000.0;7.02;463.3;36.0;A;A2;125000.0;100k-150k;13.31;out/20;debt_consolidation;NY;Not Verified;OWN;Current;Em dia;0
98918214;01/02/2017;01/02/2017;2017;18000.0;5.32;542.07;36.0;A;A1;133000.0;100k-150k;18.19;out/20;credit_card;TX;Not Verified;MORTGAGE;Current;Em dia;0
102166727;01/03/2017;01/03/2017;2017;16000.0;5.32;481.84;36.0;A;A1;101500.0;100k-150k;12.33;out/20;debt_consolidation;ME;Not Verified;MORTGAGE;Fully Paid;Quitado;0
136549255;01/07/2018;01/07/2018;2018;6000.0;6.67;184.36;36.0;A;A2;100000.0;75k-100k;18.1;out/20;other;CA;Not Verified;RENT;Current;Em dia;0
127060787;01/01/2018;01/01/2018;2018;6300.0;6.72;193.73;36.0;A;A3;45000.0;30k-50k;11.73;out/20;debt_consolidation;WI;Not Verified;RENT;Current;Em dia;0
129922408;01/03/2018;01/03/2018;2018;36000.0;6.07;1096.34;36.0;A;A2;87500.0;75k-100k;23.73;20-30;credit_card;AZ;Not Verified;RENT;Current;Em dia;0
140868481;01/09/2018;01/09/2018;2018;5000.0;8.46;157.75;36.0;A;A5;85000.0;75k-100k;20.53;20-30;debt_consolidation;CO;Not Verified;RENT;Current;Em dia;0
132638613;01/05/2018;01/05/2018;2018;40000.0;5.31;1204.42;36.0;A;A1;100000.0;75k-100k;13.94;out/20;debt_consolidation;NY;Not Verified;RENT;Fully Paid;Quitado;0
144387301;01/12/2018;01/12/2018;2018;13000.0;7.56;404.74;36.0;A;A3;52000.0;50k-75k;28.55;20-30;debt_consolidation;MO;Verified;RENT;Current;Em dia;0
116266194;01/08/2017;01/08/2017;2017;25000.0;5.32;752.87;36.0;A;A1;305000.0;150k+;8.89;0-10;home_improvement;OR;Verified;MORTGAGE;Current;Em dia;0
131213209;01/04/2018;01/04/2018;2018;16000.0;6.71;491.92;36.0;A;A3;250000.0;150k+;11.97;out/20;credit_card;NY;Source Verified;MORTGAGE;Current;Em dia;0
135589997;01/06/2018;01/06/2018;2018;10000.0;5.31;301.11;36.0;A;A1;80000.0;75k-100k;12.2;out/20;credit_card;MO;Not Verified;MORTGAGE;Current;Em dia;0
111472180;01/06/2017;01/06/2017;2017;15000.0;7.07;463.64;36.0;A;A2;87000.0;75k-100k;18.66;out/20;debt_consolidation;NE;Source Verified;RENT;Current;Em dia;0
145291109;01/12/2018;01/12/2018;2018;15000.0;8.19;305.52;60.0;A;A4;100000.0;75k-100k;11.4;out/20;debt_consolidation;WI;Not Verified;MORTGAGE;Current;Em dia;0
118066925;01/09/2017;01/09/2017;2017;5300.0;7.21;164.16;36.0;A;A3;67000.0;50k-75k;15.71;out/20;debt_consolidation;NJ;Not Verified;MORTGAGE;Current;Em dia;0
144816531;01/12/2018;01/12/2018;2018;2500.0;8.81;79.28;36.0;A;A5;56182.0;50k-75k;33.26;30-40;credit_card;TX;Not Verified;MORTGAGE;Current;Em dia;0
110079501;01/06/2017;01/06/2017;2017;5000.0;7.97;156.62;36.0;A;A5;100000.0;75k-100k;2.09;0-10;credit_card;MN;Verified;MORTGAGE;Current;Em dia;0
99874904;01/03/2017;01/03/2017;2017;13000.0;6.99;401.35;36.0;A;A2;55000.0;50k-75k;12.61;out/20;debt_consolidation;IL;Not Verified;MORTGAGE;Current;Em dia;0
130031307;01/04/2018;01/04/2018;2018;24000.0;7.34;744.79;36.0;A;A4;89000.0;75k-100k;14.83;out/20;major_purchase;FL;Verified;MORTGAGE;Current;Em dia;0
144524637;01/12/2018;01/12/2018;2018;12000.0;7.56;373.61;36.0;A;A3;50000.0;30k-50k;11.8;out/20;debt_consolidation;GA;Source Verified;MORTGAGE;Current;Em dia;0
144314603;01/12/2018;01/12/2018;2018;40000.0;8.19;1256.97;36.0;A;A4;60000.0;50k-75k;18.74;out/20;credit_card;TX;Verified;MORTGAGE;Current;Em dia;0
106487105;01/04/2017;01/04/2017;2017;4000.0;5.32;120.46;36.0;A;A1;36000.0;30k-50k;15.73;out/20;credit_card;AR;Verified;MORTGAGE;Fully Paid;Quitado;0
125467638;01/12/2017;01/12/2017;2017;18000.0;7.97;563.81;36.0;A;A5;82000.0;75k-100k;14.46;out/20;debt_consolidation;WI;Source Verified;OWN;Current;Em dia;0
102236386;01/03/2017;01/03/2017;2017;22025.0;5.32;663.28;36.0;A;A1;159000.0;150k+;23.49;20-30;credit_card;WY;Not Verified;MORTGAGE;Current;Em dia;0
140429536;01/09/2018;01/09/2018;2018;18000.0;8.46;567.89;36.0;A;A5;78100.0;75k-100k;28.44;20-30;debt_consolidation;IL;Not Verified;RENT;Current;Em dia;0
121242612;01/10/2017;01/10/2017;2017;40000.0;5.32;1204.6;36.0;A;A1;325000.0;150k+;6.29;0-10;debt_consolidation;NY;Source Verified;RENT;Fully Paid;Quitado;0
143200962;01/11/2018;01/11/2018;2018;5500.0;7.84;171.95;36.0;A;A4;50000.0;30k-50k;7.68;0-10;debt_consolidation;TX;Verified;RENT;Current;Em dia;0
141071180;01/10/2018;01/10/2018;2018;15700.0;7.84;490.83;36.0;A;A4;70500.0;50k-75k;17.16;out/20;debt_consolidation;SC;Verified;MORTGAGE;Current;Em dia;0
130072029;01/03/2018;01/03/2018;2018;7200.0;7.34;223.44;36.0;A;A4;42900.0;30k-50k;26.46;20-30;credit_card;MI;Verified;MORTGAGE;Fully Paid;Quitado;0
98875638;01/02/2017;01/02/2017;2017;29000.0;5.32;873.33;36.0;A;A1;125000.0;100k-150k;10.38;out/20;debt_consolidation;CA;Source Verified;MORTGAGE;Fully Paid;Quitado;0
143884498;01/11/2018;01/11/2018;2018;4000.0;6.46;122.53;36.0;A;A1;175000.0;150k+;1.2;0-10;major_purchase;NC;Not Verified;OWN;Current;Em dia;0
100465224;01/03/2017;01/03/2017;2017;10000.0;7.49;311.02;36.0;A;A4;55000.0;50k-75k;27.28;20-30;credit_card;GA;Source Verified;RENT;Current;Em dia;0
131669440;01/04/2018;01/04/2018;2018;18000.0;7.96;563.73;36.0;A;A5;70000.0;50k-75k;13.75;out/20;credit_card;CA;Source Verified;RENT;Current;Em dia;0
95173321;01/12/2016;01/12/2016;2016;6000.0;5.32;180.69;36.0;A;A1;32124.0;30k-50k;11.03;out/20;debt_consolidation;FL;Verified;RENT;Fully Paid;Quitado;0
139667670;01/09/2018;01/09/2018;2018;30000.0;6.67;921.8;36.0;A;A2;880000.0;150k+;2.36;0-10;home_improvement;NY;Source Verified;MORTGAGE;Current;Em dia;0
125766193;01/12/2017;01/12/2017;2017;2500.0;7.97;78.31;36.0;A;A5;70000.0;50k-75k;7.78;0-10;credit_card;OH;Not Verified;OWN;Fully Paid;Quitado;0
104162407;01/04/2017;01/04/2017;2017;14000.0;6.99;432.22;36.0;A;A2;129000.0;100k-150k;9.06;0-10;credit_card;VA;Not Verified;MORTGAGE;Current;Em dia;0
128981718;01/02/2018;01/02/2018;2018;9100.0;7.35;282.45;36.0;A;A4;46800.0;30k-50k;21.03;20-30;debt_consolidation;NY;Not Verified;RENT;Current;Em dia;0
112918709;01/07/2017;01/07/2017;2017;37000.0;7.21;1146.01;36.0;A;A3;110000.0;100k-150k;9.33;0-10;debt_consolidation;IL;Source Verified;MORTGAGE;Fully Paid;Quitado;0
96652605;01/01/2017;01/01/2017;2017;12800.0;5.32;385.47;36.0;A;A1;100000.0;75k-100k;3.4;0-10;debt_consolidation;IL;Source Verified;MORTGAGE;Fully Paid;Quitado;0
107060033;01/05/2017;01/05/2017;2017;40000.0;7.35;1241.5;36.0;A;A4;300000.0;150k+;12.52;out/20;credit_card;CA;Source Verified;MORTGAGE;Current;Em dia;0
99537595;01/03/2017;01/03/2017;2017;25000.0;5.32;752.87;36.0;A;A1;145000.0;100k-150k;6.46;0-10;home_improvement;TN;Source Verified;MORTGAGE;Current;Em dia;0
138882703;01/08/2018;01/08/2018;2018;10000.0;7.84;312.63;36.0;A;A4;69000.0;50k-75k;8.21;0-10;debt_consolidation;NV;Source Verified;MORTGAGE;Current;Em dia;0
140309796;01/10/2018;01/10/2018;2018;40000.0;6.11;1218.88;36.0;A;A1;150000.0;100k-150k;25.95;20-30;credit_card;IN;Verified;MORTGAGE;Current;Em dia;0
113517974;01/07/2017;01/07/2017;2017;30000.0;7.97;939.68;36.0;A;A5;110000.0;100k-150k;14.1;out/20;debt_consolidation;MA;Not Verified;MORTGAGE;Current;Em dia;0
127871664;01/01/2018;01/01/2018;2018;5000.0;6.08;152.3;36.0;A;A2;72000.0;50k-75k;3.75;0-10;credit_card;NV;Source Verified;MORTGAGE;Current;Em dia;0
142634100;01/10/2018;01/10/2018;2018;35000.0;7.21;1084.07;36.0;A;A3;80000.0;75k-100k;26.08;20-30;debt_consolidation;NJ;Source Verified;RENT;Current;Em dia;0
123013867;01/11/2017;01/11/2017;2017;6000.0;7.97;187.94;36.0;A;A5;60000.0;50k-75k;4.6;0-10;credit_card;IL;Not Verified;MORTGAGE;Current;Em dia;0
132763127;01/05/2018;01/05/2018;2018;10000.0;6.71;307.45;36.0;A;A3;175000.0;150k+;4.07;0-10;home_improvement;AR;Not Verified;MORTGAGE;Fully Paid;Quitado;0
145503781;01/12/2018;01/12/2018;2018;5000.0;8.19;157.13;36.0;A;A4;79000.0;75k-100k;3.25;0-10;credit_card;PA;Not Verified;OWN;Current;Em dia;0
138289873;01/08/2018;01/08/2018;2018;39000.0;6.11;1188.41;36.0;A;A1;179000.0;150k+;27.09;20-30;debt_consolidation;FL;Source Verified;MORTGAGE;Current;Em dia;0
144351360;01/11/2018;01/11/2018;2018;4200.0;6.46;128.65;36.0;A;A1;53000.0;50k-75k;18.46;out/20;home_improvement;IL;Not Verified;MORTGAGE;Current;Em dia;0
142769638;01/10/2018;01/10/2018;2018;14000.0;6.11;271.38;60.0;A;A1;120000.0;100k-150k;3.47;0-10;debt_consolidation;WA;Not Verified;MORTGAGE;Current;Em dia;0
98908231;01/02/2017;01/02/2017;2017;20800.0;6.99;642.15;36.0;A;A2;85000.0;75k-100k;18.52;out/20;debt_consolidation;GA;Not Verified;MORTGAGE;Fully Paid;Quitado;0
131156559;01/04/2018;01/04/2018;2018;22500.0;7.34;698.24;36.0;A;A4;65000.0;50k-75k;7.88;0-10;other;MI;Source Verified;RENT;Current;Em dia;0
98064393;01/02/2017;01/02/2017;2017;16100.0;5.32;484.85;36.0;A;A1;95000.0;75k-100k;19.52;out/20;debt_consolidation;CA;Not Verified;RENT;Current;Em dia;0
119296046;01/09/2017;01/09/2017;2017;8000.0;7.35;248.3;36.0;A;A4;170000.0;150k+;13.07;out/20;other;TX;Not Verified;MORTGAGE;Charged Off;Inadimplente;1
134980822;01/06/2018;01/06/2018;2018;25000.0;6.83;769.99;36.0;A;A3;48000.0;30k-50k;28.0;20-30;debt_consolidation;NY;Source Verified;OWN;Current;Em dia;0
140664371;01/09/2018;01/09/2018;2018;30000.0;6.11;581.52;60.0;A;A1;87500.0;75k-100k;17.79;out/20;debt_consolidation;NY;Source Verified;OWN;Current;Em dia;0
144416677;01/12/2018;01/12/2018;2018;14400.0;8.19;452.51;36.0;A;A4;48000.0;30k-50k;19.93;out/20;debt_consolidation;AZ;Not Verified;MORTGAGE;Current;Em dia;0
126106057;01/12/2017;01/12/2017;2017;9600.0;6.72;295.2;36.0;A;A3;82000.0;75k-100k;1.42;0-10;house;CA;Source Verified;MORTGAGE;Fully Paid;Quitado;0
126777657;01/01/2018;01/01/2018;2018;2800.0;7.35;86.91;36.0;A;A4;26000.0;até 30k;11.68;out/20;debt_consolidation;NC;Not Verified;MORTGAGE;Current;Em dia;0
